ID,L1,L2,A-1 Scene Domain (Level 1),A-1 Subcategory (Code + Name),A-2 Layout Structure,A-2 Imaging Method,A-2 Font and Text Form,A-2 Geometry and Arrangement,A-2 Image Quality,A-2 Lighting and Screen,A-2 Natural Interference,A-2 Adversarial / Misleading Factors,A-2 Language,A-2 Mixed Layout,Scene Category,A-1 Subcategory_Merged,A-1 Subcategory_Merged 10 Classes
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/bd3211f59c54.jpg,Screens & Interfaces,S11 Table / Grid Data Interfaces,Tables,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,Strong UI Element Interference,No Interference,Latin-script Text,Non-mixed Layout,,S - Digital Interface Pages,10-Labels & Screens
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/e4ab5deb3eb2.jpg,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Tables,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/3df63c4a77e0.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Mixed Text and Images,Screenshot,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/76baf25f2807.jpg,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Mixed Text and Images,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Non-mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/750ce0a7d11d.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Annotation-style Mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/f71e976a3f8c.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/55ed57cb086d.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Lists,Photo,Printed Text,Obvious Perspective Distortion,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/ca6360171529.jpg,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/c0e29f9e5475.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Scan,Dot-matrix / Thermal / Needle-printer Style,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/a9669d40c37c.jpg,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Lists,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/aad750598a44.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/332c7a689d5c.jpg,Documents & Office,D05 Instructions / Operation Manuals / Guide Pages,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D05 Instructions / Operation Manuals / Guide Pages,1-Books & Academic
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/761c01e1322f.jpg,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Low Resolution,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/65991e2cba88.jpg,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/ea4fee253a7f.jpg,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Mixed Text and Images,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/d7b5dcd3929c.jpg,Documents & Office,D02 Academic Papers / Thesis Pages,Mixed Text and Images,Scan,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/9c3a2e7c0fef.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Photo,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Annotation-style Mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_150/8676cb68b5ae.jpg,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/720095eda9f3.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,Ticket Overlap / Multiple Receipts Stacked,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/0d5b79854e5c.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Cursive),Obvious Rotation / Tilt,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/4a6acb3a578f.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,Shadows / Overexposure / Underexposure,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/903a83a73060.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/9da3966d50ee.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/36ca917d532f.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Perspective Distortion,Clear,Shadows / Overexposure / Underexposure,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/780116dd29ed.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,Shadows / Overexposure / Underexposure,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/5c87a5ca3d6d.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/68c1790c5369.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/cdb731cf6704.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,Shadows / Overexposure / Underexposure,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/1ce2249bb738.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/47db93c33f3d.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,Shadows / Overexposure / Underexposure,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/a670208c7344.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/27197b00710a.jpg,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/2d0521624cdf.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Cursive),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/3816367d7e09.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,Shadows / Overexposure / Underexposure,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/b58027920f89.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,Reflection / Highlight Obstruction,No Issue,No Interference,Latin-script Text,Same-line Mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/d6b42d72ed73.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,Shadows / Overexposure / Underexposure,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/bb6183d5ec08.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/f10370cbf923.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/b54fc089a7a9.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,Shadows / Overexposure / Underexposure,Ticket Overlap / Multiple Receipts Stacked,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/08bbcb26a865.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,Ticket Overlap / Multiple Receipts Stacked,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/d0ee9737f2c5.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/b53cb4b95957.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/b2b6444de999.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/9da59fc3045e.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/2e0610502f80.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/ddda7160fbaf.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/90a624098a61.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,Shadows / Overexposure / Underexposure,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/f205aea5a786.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Perspective Distortion,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/88a5e1a0c884.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Lists,Photo,Handwriting (Neat),Horizontal Layout,Blurry (Motion / Defocus),Shadows / Overexposure / Underexposure,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/a7155daea9d4.jpg,Documents & Office,D22 Whiteboard / Blackboard Text,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/2ec800bfeb93.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/671bb7e16b07.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/d3c46308028c.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/214b3882c0c6.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,Shadows / Overexposure / Underexposure,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/5e55a463b4e3.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/2e988a110031.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Cursive),Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/4ff117e70029.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Blurry (Motion / Defocus),Shadows / Overexposure / Underexposure,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/cf2ae3892747.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/e35858ee171c.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/f95356df9ca7.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/a7fecd34ac36.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/235cc4af5dea.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Block-based Multilingual Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/88f692e096f0.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/9dffffcc8724.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/8738436869e5.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/ef5a0e361b38.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Cursive),Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/a239d05cefd7.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Lists,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,Shadows / Overexposure / Underexposure,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/4fb8d4eb1f5e.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Horizontal Layout,Clear,Shadows / Overexposure / Underexposure,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/e0a8312bd310.jpg,Special Text Forms,X02 ASCII Character Art,Charts / Schematics,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,Complex Background Texture / Pattern Over Text,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/3bd508ad4d8f.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
,doc_parsing,ocr_datasets/doc_parsing/images/doc_parsing_formula_formula_handwriting_100/c007d1adc93b.jpg,Documents & Office,D21 Handwritten Notes / Handwritten Papers,Paragraphs,Photo,Handwriting (Neat),Obvious Rotation / Tilt,Clear,No Issue,Ticket Overlap / Multiple Receipts Stacked,No Interference,Latin-script Text,Non-mixed Layout,,D21 Handwritten Notes / Handwritten Papers,8-Handwritten Pages
